,Sales ID,Sales Price,Machine ID,Model ID,datasource,Auctioneer ID,Year Made,MachineHours CurrentMeter,Usage Band,Sales date,Model Description,Base Model,Secondary Description,Model Series,Model Descriptor,Machine Size,Product Class Description,State of Usage,Product Group,Product Group Description,Driver System,Enclosure,Control,Touchpad Type,Control Type,Version,Transmission,Turbo Charged,Extra features,Machine Width,Clean Room,Engine Horsepower,Hydraulics,Push Block,Ripper,Scarifier,Tip Control,Screen Size,Coupler,Couple System,Grouser Tracks,Hydraulics Flow,Tupper Type,Screen Size.1,Stick Length,Thumb,Pattern Changer,Grouser Type,Backhoe Mounting,Blade Type,Travel Possibilities,Differential Type,Steering Controls
163,1139757,35000.0,453576,3877,121,3.0,1000,0.0,,9/7/2006 0:00,980C,980,C,,,Medium,Type E - 275.0 to 350.0 Horsepower,California,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
"164,1139763,84000.0,371024,1218,121,3.0,2006,2942.0,Medium,1/28/2010 0:00,325CL,325,C,,L,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,Arizona,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,28 inch,""10' 6"""""",None or Unspecified,Yes,Triple,,,,,"
165,1139765,26000.0,1059119,4605,121,3.0,2004,1785.0,Medium,11/6/2008 0:00,310G,310,G,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
"166,1139770,45000.0,1019952,460,121,3.0,1998,9270.0,Medium,3/23/2006 0:00,PC300LC6,PC300,,LC,6,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,West Virginia,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,""10' 6"""""",None or Unspecified,None or Unspecified,Double,,,,,"
167,1139773,41000.0,1040141,5894,121,3.0,2004,0.0,,10/21/2010 0:00,L90E,L90,E,,,Medium,Type E - 150.0 to 175.0 Horsepower,Michigan,WL,Germany,,OROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
168,1139775,22000.0,1043299,3171,121,3.0,1999,2044.0,Medium,8/26/2004 0:00,580L,580,L,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
169,1139776,19500.0,1068941,3178,121,3.0,1998,3269.0,Medium,6/30/2005 0:00,580SUPER L,580,SUPER L,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Wisconsin,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
170,1139778,15000.0,1013869,10468,121,3.0,2005,836.0,Low,5/10/2007 0:00,EC25,EC25,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Louisiana,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
171,1139780,94000.0,1067458,4754,121,3.0,2002,3026.0,High,8/26/2004 0:00,644H,644,H,,,Medium,Type E - 175.0 to 200.0 Horsepower,Texas,WL,Germany,,OROPS,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
"172,1139787,47000.0,1005133,4776,121,3.0,2001,7091.0,Medium,8/20/2009 0:00,670C,670,C,,,,Type A - 130.0 to 145.0 Horsepower,Texas,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,""14"""""",,,,,,,,,,,,,,,"
173,1139789,24000.0,1020419,4604,121,3.0,2000,3122.0,Medium,5/10/2007 0:00,310E,310,E,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Louisiana,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
174,1139790,66000.0,1031985,14310,121,3.0,2004,4659.0,High,6/19/2008 0:00,330CLC,330,C,,LC,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,Florida,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
175,1139791,5750.0,1038644,8847,121,3.0,1998,0.0,,7/12/2007 0:00,165,165,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,New York,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
176,1139792,12500.0,1034802,7002,121,3.0,2001,188.0,Low,3/11/2004 0:00,216,216,,,,,Type F - 1251.0 to 1351.0 Lb Operating Capacity,Wisconsin,SSL,France,,EROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
"177,1139800,61000.0,1063535,3371,121,3.0,1000,0.0,,6/18/2009 0:00,14G,14,G,,,,Type A - 145.0 to 170.0 Horsepower,Kentucky,MG,Brazil,No,EROPS,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,""20.5"""""",,,,,,,,,,,,,,,"
178,1139810,41000.0,1027756,1535,121,3.0,2003,1617.0,Medium,3/23/2006 0:00,D3GLGP,D3,G,,LGP,,Type D - 20.0 to 75.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
179,1139811,14000.0,1021197,1990,121,3.0,1989,1336.0,Low,6/17/2004 0:00,EX270LC,EX270,,,LC,Large / Medium,Type C - 24.0 to 28.0 Metric Tons,California,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
180,1139813,27500.0,1037989,4642,121,3.0,2002,7861.0,High,6/9/2011 0:00,410G,410,G,,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,Ohio,BL,USA,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
181,1139814,32000.0,396582,3538,121,3.0,1998,3637.0,Medium,11/3/2005 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Missouri,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
182,1139815,25500.0,487715,3538,121,3.0,1997,5678.0,High,2/12/2004 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Four Wheel Drive,OROPS,Yes,None or Unspecified,No,Standard,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
183,1139816,27000.0,521389,1096,121,3.0,2004,2590.0,High,10/25/2007 0:00,308CCR,308,C,,CR,Small,Type C - 8.0 to 11.0 Metric Tons,Florida,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,Manual,Yes,Double,,,,,
184,1139818,29000.0,602039,1528,121,3.0,2001,3059.0,High,7/14/2005 0:00,D3CIIILGP,D3,C,III,LGP,,Type D - 20.0 to 75.0 Horsepower,Texas,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
185,1139820,37000.0,765068,1535,121,3.0,2002,6197.0,High,7/28/2005 0:00,D3GLGP,D3,G,,LGP,,Type D - 20.0 to 75.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
186,1139823,12000.0,1019335,4139,121,3.0,1980,3985.0,Low,4/15/2004 0:00,D7G,D7,G,,,Large,Type D - 190.0 to 260.0 Horsepower,Alaska,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
187,1139826,76000.0,1041672,11989,121,3.0,2002,5657.0,Medium,11/15/2007 0:00,PC300LC7,PC300,,LC,7,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,South Carolina,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
188,1139833,62000.0,1003469,5869,121,3.0,2000,0.0,,6/11/2009 0:00,L150D,L150,D,,,Medium,Type E - 225.0 to 250.0 Horsepower,Louisiana,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
189,1139834,39000.0,896598,1623,121,3.0,1997,13305.0,High,11/16/2006 0:00,D6MLGP,D6,M,,LGP,Medium,Type D - 130.0 to 160.0 Horsepower,Mississippi,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Finger Tip,,
190,1139837,44500.0,1002719,3819,121,3.0,1000,26986.0,High,9/6/2007 0:00,950B,950,B,,,Medium,Type E - 150.0 to 175.0 Horsepower,Nevada,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
191,1139839,31000.0,279275,3567,121,3.0,2001,2578.0,Medium,11/2/2006 0:00,446B,446,B,,,,Type B - 16.0 + Ft Standard Digging Depth,Arizona,BL,USA,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Standard,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
192,1139841,66000.0,214394,13854,121,3.0,1993,13048.0,Medium,5/3/2007 0:00,D6HII,D6,H,II,,Medium,Type D - 160.0 to 190.0 Horsepower,Arizona,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Differential Steer,,
193,1139853,17000.0,1027004,10468,121,3.0,2006,51.0,Low,11/18/2010 0:00,EC25,EC25,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,North Carolina,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
194,1139863,14000.0,1061183,18588,121,3.0,2006,844.0,Medium,4/22/2010 0:00,5640E,5640,E,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Texas,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
"195,1139867,26500.0,1060459,3350,121,3.0,1000,0.0,,7/9/2009 0:00,120G,120,G,,,,Type A - 45.0 to 130.0 Horsepower,Florida,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,""13"""""",,,,,,,,,,,,,,,"
196,1139877,10000.0,1069266,17311,121,3.0,2004,2178.0,Medium,6/2/2011 0:00,S175,S175,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,Virginia,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
197,1139879,11000.0,1023871,22072,121,3.0,2006,2537.0,High,7/7/2011 0:00,317,317,,,,,Type F - 1601.0 to 1751.0 Lb Operating Capacity,Nebraska,SSL,France,,OROPS,Yes,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
198,1139883,43000.0,319503,3460,121,3.0,2005,906.0,Medium,9/20/2007 0:00,307C,307,C,,,Mini,Type C - 6.0 to 8.0 Metric Tons,West Virginia,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Triple,,,,,
199,1139884,27000.0,440524,3855,121,3.0,1985,0.0,,9/22/2005 0:00,966D,966,D,,,Medium,Type E - 175.0 to 200.0 Horsepower,Mississippi,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
200,1139886,60000.0,713597,1453,121,3.0,2004,1614.0,Medium,8/23/2007 0:00,928GZ,928,G,,Z,Medium,Type E - 150.0 to 175.0 Horsepower,California,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,3 Valve,,,,,20.5,Manual,,,,,,,,,,,,,Limited Slip,Conventional
201,1139891,27000.0,915702,3539,121,3.0,2001,5268.0,High,11/17/2005 0:00,416D,416,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Illinois,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,Reversible,No,Standard,Standard,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
202,1139896,23500.0,1058081,24940,121,3.0,2006,8.0,Low,10/18/2007 0:00,804S,804,S,,,Mini,Type C - 4.0 to 5.0 Metric Tons,Georgia,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,18 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
203,1139907,31500.0,463480,3542,121,3.0,2001,1012.0,Medium,2/12/2004 0:00,420D,420,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
204,1139909,22500.0,1056893,3538,121,3.0,2000,3537.0,Medium,3/5/2009 0:00,416C,416,C,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,USA,Four Wheel Drive,EROPS w AC,Yes,Reversible,No,Standard,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
205,1139916,127000.0,498384,1638,121,3.0,1998,7190.0,Medium,3/8/2007 0:00,D6RXL,D6,R,,XL,Medium,Type D - 160.0 to 190.0 Horsepower,Illinois,TTT,Japan,,EROPS w AC,,,,,Standard,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,Semi U,Differential Steer,,
206,1139917,21500.0,1017026,4604,121,3.0,2000,1314.0,Low,5/4/2006 0:00,310E,310,E,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,North Carolina,BL,USA,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
207,1139920,27500.0,1040152,4806,121,3.0,2000,890.0,Low,11/18/2010 0:00,750C,750,C,,,Medium,Type D - 130.0 to 160.0 Horsepower,Florida,TTT,Japan,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
208,1139922,36000.0,116537,1088,121,3.0,2002,2743.0,High,12/7/2006 0:00,307CSB,307,C,,SB,Mini,Type C - 6.0 to 8.0 Metric Tons,North Carolina,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Triple,,,,,
209,1139923,36000.0,1013083,4794,121,3.0,2001,2401.0,Low,8/5/2010 0:00,710D,710,D,,,,Type B - 16.0 + Ft Standard Digging Depth,Nevada,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
210,1139924,20500.0,773581,7040,121,3.0,2000,1380.0,Medium,5/20/2004 0:00,302.5,302.5,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,Florida,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
211,1139927,13000.0,1052947,22074,121,3.0,2007,1034.0,High,8/21/2009 0:00,325,325,,,,,Type F - 2201.0 to 2701.0 Lb Operating Capacity,Utah,SSL,France,,EROPS w AC,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
212,1139939,14000.0,875428,7019,121,3.0,2001,1204.0,Medium,4/20/2006 0:00,246,246,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Massachusetts,SSL,France,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
213,1139945,32500.0,999621,2752,121,3.0,1996,2578.0,Low,5/20/2004 0:00,D4CIII,D4,C,III,,,Type D - 75.0 to 85.0 Horsepower,Ohio,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
214,1139950,19000.0,1026443,36009,121,3.0,2005,2300.0,Low,5/5/2011 0:00,435HAG,435,HAG,,,Mini,Type C - 4.0 to 5.0 Metric Tons,Maryland,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,Yes,Double,,,,,
215,1139953,31000.0,1064536,8865,121,3.0,2006,2657.0,Medium,11/11/2010 0:00,JS130,JS130,,,,Small,Type C - 12.0 to 14.0 Metric Tons,Washington,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,24 inch,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
216,1139954,61000.0,1053584,3877,121,3.0,1989,29374.0,High,4/6/2006 0:00,980C,980,C,,,Medium,Type E - 275.0 to 350.0 Horsepower,Arizona,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
217,1139957,12500.0,999548,22869,121,3.0,2004,555.0,Low,5/10/2007 0:00,MC60,MC60,,,,,Type F - 1251.0 to 1351.0 Lb Operating Capacity,Louisiana,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
218,1139958,22500.0,1061874,7277,121,3.0,1000,541.0,Low,8/9/2007 0:00,950,950,,,,Medium,Type E - 150.0 to 175.0 Horsepower,Kansas,WL,Germany,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
219,1139960,40000.0,1049964,14272,121,3.0,2005,3707.0,Medium,3/27/2009 0:00,200CLC,200,C,,LC,Large / Medium,Type C - 19.0 to 21.0 Metric Tons,Virginia,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
220,1139962,48000.0,320224,1557,121,3.0,2005,721.0,Medium,9/20/2007 0:00,D4GXL,D4,G,,XL,,Type D - 75.0 to 85.0 Horsepower,West Virginia,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
221,1139964,17000.0,355116,7019,121,3.0,2003,642.0,Medium,6/29/2006 0:00,246,246,,,,,Type F - 1751.0 to 2201.0 Lb Operating Capacity,Missouri,SSL,France,,EROPS w AC,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,Yes,Standard,,,,,,,,,,,
222,1139965,26500.0,1030770,4642,121,3.0,2005,2493.0,Medium,9/24/2009 0:00,410G,410,G,,,,Type B - 15.0 to 16.0 Ft Standard Digging Depth,Arizona,BL,USA,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
223,1139969,27000.0,1066799,3854,121,3.0,1979,7456.0,Low,6/15/2006 0:00,966C,966,C,,,Medium,Type E - 150.0 to 175.0 Horsepower,Mississippi,WL,Germany,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
224,1139977,10000.0,1060239,10473,121,3.0,2002,3295.0,Low,2/25/2010 0:00,EC35,EC35,,,,Mini,Type C - 3.0 to 4.0 Metric Tons,Florida,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
225,1139978,102000.0,998545,18171,121,3.0,2005,2848.0,High,11/15/2007 0:00,EC330BLC,EC330,B,,LC,Large / Medium,Type C - 33.0 to 40.0 Metric Tons,Massachusetts,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
226,1139980,15500.0,363898,7040,121,3.0,2005,400.0,Low,4/12/2007 0:00,302.5,302.5,,,,Mini,Type C - 2.0 to 3.0 Metric Tons,North Carolina,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
227,1139982,56000.0,71931,1096,121,3.0,2002,1505.0,Medium,8/11/2005 0:00,308CCR,308,C,,CR,Small,Type C - 8.0 to 11.0 Metric Tons,Louisiana,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Triple,,,,,
228,1139990,46000.0,1045198,3877,121,3.0,1988,0.0,,2/8/2007 0:00,980C,980,C,,,Medium,Type E - 275.0 to 350.0 Horsepower,Florida,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
229,1139994,38000.0,1049789,3539,121,3.0,2002,2551.0,Medium,8/10/2006 0:00,416D,416,D,,,,Type B - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,USA,Four Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
230,1139997,82000.0,758118,1623,121,3.0,2002,5494.0,High,7/28/2005 0:00,D6MLGP,D6,M,,LGP,Medium,Type D - 130.0 to 160.0 Horsepower,Florida,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,VPAT,None or Unspecified,,
231,1140003,27000.0,350034,13824,121,3.0,1997,6658.0,Medium,3/8/2007 0:00,D5CIIIXL,D5,C,III,XL,,Type D - 85.0 to 105.0 Horsepower,West Virginia,TTT,Japan,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
232,1140009,46000.0,1013411,3807,121,3.0,1998,12785.0,Medium,1/28/2010 0:00,938G,938,G,,,Medium,Type E - 150.0 to 175.0 Horsepower,Texas,WL,Germany,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,Hydraulic,,,,,,,,,,,,,Standard,Conventional
"233,1140013,46000.0,1048912,4816,121,3.0,1998,5813.0,Medium,10/25/2007 0:00,770B,770,B,,,,Type A - 145.0 to 170.0 Horsepower,Missouri,MG,Brazil,No,EROPS w AC,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,None or Unspecified,Yes,None or Unspecified,""14"""""",,,,,,,,,,,,,,,"
234,1140018,28500.0,252367,1578,121,3.0,1998,2585.0,Medium,2/26/2004 0:00,D5CLGP,D5,C,,LGP,,Type D - 85.0 to 105.0 Horsepower,South Carolina,TTT,Japan,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
235,1140025,9500.0,1031356,18261,121,3.0,2004,1079.0,Low,2/26/2010 0:00,MC70,MC70,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
236,1140027,12500.0,4527,7009,121,3.0,2000,1030.0,Medium,2/26/2004 0:00,226,226,,,,,Type F - 1351.0 to 1601.0 Lb Operating Capacity,Alabama,SSL,France,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
237,1140030,18000.0,377421,13391,121,3.0,2005,97.0,Low,9/7/2006 0:00,301.8,301.8,,,,Mini,Type C - 0.0 to 2.0 Metric Tons,Iowa,TEX,UK,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,16 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
"238,1140033,53000.0,1036512,22057,121,3.0,2000,5525.0,Medium,8/10/2006 0:00,200LC,200,,,LC,Large / Medium,Type C - 19.0 to 21.0 Metric Tons,Florida,TEX,UK,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,""9' 10"""""",Manual,None or Unspecified,Double,,,,,"
"239,1140038,25500.0,1014327,4823,121,3.0,1997,1121.0,Low,2/7/2011 0:00,792D,792,D,,,Large / Medium,Type C - 28.0 to 33.0 Metric Tons,California,TEX,UK,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,""10' 10"""""",Hydraulic,None or Unspecified,Double,,,,,"
240,1140042,15000.0,1000360,1564,121,3.0,1000,2151.0,Low,6/9/2011 0:00,D4HLGP,D4,H,,LGP,,Type D - 85.0 to 105.0 Horsepower,Ohio,TTT,Japan,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,PAT,Lever,,
241,1140044,20000.0,516401,3415,121,3.0,1000,0.0,,12/10/2009 0:00,235C,235,C,,,Large / Medium,Type C - 40.0 to 50.0 Metric Tons,California,TEX,UK,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,24 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
